task_id,category,tokenizer,language,token_count,char_count,pass1
task-a-0457,arithmetic,cl100k_base,toke,64,135,1.0
task-a-0458,arithmetic,cl100k_base,toke,67,167,1.0
task-a-0459,arithmetic,cl100k_base,toke,68,149,1.0
task-a-0460,arithmetic,cl100k_base,toke,62,132,1.0
task-a-0461,arithmetic,cl100k_base,toke,69,172,1.0
task-a-0462,arithmetic,cl100k_base,toke,62,132,1.0
task-a-0463,arithmetic,cl100k_base,toke,69,172,1.0
task-a-0464,arithmetic,cl100k_base,toke,62,132,1.0
task-a-0465,arithmetic,cl100k_base,toke,69,172,1.0
task-a-0466,arithmetic,cl100k_base,toke,69,172,1.0
task-a-0467,arithmetic,cl100k_base,toke,72,153,1.0
task-a-0468,arithmetic,cl100k_base,toke,72,153,1.0
task-a-0469,arithmetic,cl100k_base,toke,69,172,1.0
task-a-0470,arithmetic,cl100k_base,toke,69,172,1.0
task-a-0471,arithmetic,cl100k_base,toke,72,153,1.0
task-a-0472,arithmetic,cl100k_base,toke,62,132,1.0
task-a-0473,arithmetic,cl100k_base,toke,68,149,1.0
task-a-0474,arithmetic,cl100k_base,toke,94,181,0.0
task-a-0475,arithmetic,cl100k_base,toke,67,139,1.0
task-a-0476,arithmetic,cl100k_base,toke,67,139,1.0
task-a-0477,arithmetic,cl100k_base,toke,72,153,1.0
task-a-0478,arithmetic,cl100k_base,toke,64,135,1.0
task-a-0479,arithmetic,cl100k_base,toke,72,153,1.0
task-a-0480,arithmetic,cl100k_base,toke,67,139,1.0
task-a-0481,arithmetic,cl100k_base,toke,66,146,1.0
task-a-0482,arithmetic,cl100k_base,toke,66,146,1.0
task-a-0483,arithmetic,cl100k_base,toke,66,146,1.0
task-a-0484,arithmetic,cl100k_base,toke,66,146,1.0
task-a-0485,arithmetic,cl100k_base,toke,89,199,0.0
task-a-0486,arithmetic,cl100k_base,toke,66,146,1.0
task-a-0487,arithmetic,cl100k_base,toke,62,132,1.0
task-a-0488,arithmetic,cl100k_base,toke,56,140,1.0
task-a-0489,arithmetic,cl100k_base,toke,77,163,1.0
task-a-0490,arithmetic,cl100k_base,toke,56,140,1.0
task-a-0491,arithmetic,cl100k_base,toke,72,153,1.0
task-a-0492,arithmetic,cl100k_base,toke,94,181,0.0
task-a-0493,arithmetic,cl100k_base,toke,72,153,1.0
task-a-0494,arithmetic,cl100k_base,toke,94,181,0.0
task-a-0495,arithmetic,cl100k_base,toke,72,153,1.0
task-a-0496,arithmetic,cl100k_base,toke,64,135,1.0
task-a-0497,arithmetic,cl100k_base,toke,72,153,1.0
task-a-0498,arithmetic,cl100k_base,toke,94,181,0.0
task-a-0499,arithmetic,cl100k_base,toke,72,153,1.0
task-a-0500,arithmetic,cl100k_base,toke,97,186,0.0
task-a-0501,arithmetic,cl100k_base,toke,61,152,-1.0
task-a-0502,arithmetic,cl100k_base,toke,56,144,0.0
task-a-0503,arithmetic,cl100k_base,toke,60,152,0.0
task-a-0504,arithmetic,cl100k_base,toke,76,186,-1.0
task-a-0505,mathematical_sequences,cl100k_base,toke,117,254,1.0
task-a-0506,arithmetic,cl100k_base,toke,91,196,1.0
task-a-0507,arithmetic,cl100k_base,toke,110,263,1.0
task-a-0508,comparison_logic,cl100k_base,toke,915,2171,-1.0
task-a-0509,comparison_logic,cl100k_base,toke,61,162,-1.0
task-a-0510,mathematical_sequences,cl100k_base,toke,106,277,1.0
task-a-0511,arithmetic,cl100k_base,toke,112,252,1.0
task-a-0512,arithmetic,cl100k_base,toke,124,279,1.0
task-a-0513,arithmetic,cl100k_base,toke,73,174,1.0
task-a-0514,arithmetic,cl100k_base,toke,72,187,1.0
task-a-0515,search_selection,cl100k_base,toke,86,213,1.0
task-a-0516,search_selection,cl100k_base,toke,82,200,1.0
task-a-0517,array_list,cl100k_base,toke,75,172,1.0
task-a-0518,comparison_logic,cl100k_base,toke,78,189,1.0
task-a-0519,comparison_logic,cl100k_base,toke,78,189,1.0
task-a-0520,comparison_logic,cl100k_base,toke,78,192,1.0
task-a-0521,array_list,cl100k_base,toke,79,202,1.0
task-a-0522,array_list,cl100k_base,toke,86,228,1.0
task-a-0523,array_list,cl100k_base,toke,143,351,1.0
task-a-0524,array_list,cl100k_base,toke,103,280,1.0
task-a-0525,array_list,cl100k_base,toke,113,304,1.0
task-a-0526,array_list,cl100k_base,toke,89,226,1.0
task-a-0527,array_list,cl100k_base,toke,129,286,0.0
task-a-0528,comparison_logic,cl100k_base,toke,90,224,1.0
task-a-0529,search_selection,cl100k_base,toke,77,197,1.0
task-a-0530,comparison_logic,cl100k_base,toke,79,202,1.0
task-a-0531,search_selection,cl100k_base,toke,82,204,1.0
task-a-0532,array_list,cl100k_base,toke,98,252,1.0
task-a-0533,array_list,cl100k_base,toke,79,204,1.0
task-a-0534,array_list,cl100k_base,toke,98,247,0.0
task-a-0535,search_selection,cl100k_base,toke,96,257,0.0
task-a-0536,array_list,cl100k_base,toke,100,261,0.0
task-a-0537,search_selection,cl100k_base,toke,80,211,1.0
task-a-0538,comparison_logic,cl100k_base,toke,82,228,1.0
task-a-0539,array_list,cl100k_base,toke,84,215,1.0
task-a-0540,mathematical_sequences,cl100k_base,toke,101,235,1.0
task-a-0541,array_list,cl100k_base,toke,94,247,1.0
task-a-0542,array_list,cl100k_base,toke,192,452,1.0
task-a-0543,mathematical_sequences,cl100k_base,toke,69,165,1.0
task-a-0544,mathematical_sequences,cl100k_base,toke,94,240,0.0
task-a-0545,arithmetic,cl100k_base,toke,62,147,1.0
task-a-0546,arithmetic,cl100k_base,toke,54,144,1.0
task-a-0547,arithmetic,cl100k_base,toke,80,201,1.0
task-a-0548,search_selection,cl100k_base,toke,130,336,0.0
task-a-0549,search_selection,cl100k_base,toke,99,242,1.0
task-a-0550,arithmetic,cl100k_base,toke,89,221,1.0
task-a-0551,arithmetic,cl100k_base,toke,105,265,1.0
task-a-0552,comparison_logic,cl100k_base,toke,93,227,1.0
task-a-0553,comparison_logic,cl100k_base,toke,91,215,0.0
task-a-0554,arithmetic,cl100k_base,toke,93,220,1.0
task-a-0555,arithmetic,cl100k_base,toke,93,219,0.0
task-a-0556,array_list,cl100k_base,toke,82,205,1.0
task-a-0557,array_list,cl100k_base,toke,94,243,1.0
task-a-0558,comparison_logic,cl100k_base,toke,117,306,1.0
task-a-0559,array_list,cl100k_base,toke,104,262,0.0
task-a-0560,array_list,cl100k_base,toke,141,376,1.0
task-a-0561,search_selection,cl100k_base,toke,179,478,0.0
task-a-0562,search_selection,cl100k_base,toke,176,479,0.0
task-a-0563,comparison_logic,cl100k_base,toke,136,352,1.0
task-a-0564,arithmetic,cl100k_base,toke,81,191,1.0
task-a-0565,arithmetic,cl100k_base,toke,112,280,-1.0
task-a-0566,array_list,cl100k_base,toke,119,299,0.0
task-a-0567,arithmetic,cl100k_base,toke,59,157,1.0
task-a-0568,arithmetic,cl100k_base,toke,59,157,1.0
task-a-0569,arithmetic,cl100k_base,toke,59,157,1.0
task-a-0570,arithmetic,cl100k_base,toke,59,157,1.0
task-a-0571,arithmetic,cl100k_base,toke,54,140,0.0
task-a-0572,arithmetic,cl100k_base,toke,59,157,1.0
task-a-0573,arithmetic,cl100k_base,toke,59,157,1.0
task-a-0574,arithmetic,cl100k_base,toke,54,140,0.0
task-a-0575,arithmetic,cl100k_base,toke,59,157,1.0
task-a-0576,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0577,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0578,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0579,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0580,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0581,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0582,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0583,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0584,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0585,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0586,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0587,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0588,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0589,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0590,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0591,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0592,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0593,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0594,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0595,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0596,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0597,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0598,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0599,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0600,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0601,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0602,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0603,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0604,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0605,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0606,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0607,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0608,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0609,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0610,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0611,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0612,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0613,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0614,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0615,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0616,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0617,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0618,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0619,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0620,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0621,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0622,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0623,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0624,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0625,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0626,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0627,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0628,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0629,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0630,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0631,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0632,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0633,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0634,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0635,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0636,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0637,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0638,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0639,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0640,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0641,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0642,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0643,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0644,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0645,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0646,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0647,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0648,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0649,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0650,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0651,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0652,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0653,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0654,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0655,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0656,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0657,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0658,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0659,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0660,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0661,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0662,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0663,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0664,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0665,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0666,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0667,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0668,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0669,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0670,arithmetic,cl100k_base,toke,59,159,1.0
task-a-0671,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0672,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0673,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0674,arithmetic,cl100k_base,toke,59,159,1.0
task-a-0675,arithmetic,cl100k_base,toke,59,159,1.0
task-a-0676,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0677,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0678,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0679,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0680,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0681,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0682,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0683,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0684,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0685,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0686,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0687,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0688,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0689,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0690,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0691,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0692,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0693,arithmetic,cl100k_base,toke,59,159,1.0
task-a-0694,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0695,arithmetic,cl100k_base,toke,59,159,1.0
task-a-0696,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0697,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0698,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0699,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0700,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0701,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0702,arithmetic,cl100k_base,toke,59,159,1.0
task-a-0703,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0704,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0705,arithmetic,cl100k_base,toke,59,159,1.0
task-a-0706,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0707,arithmetic,cl100k_base,toke,59,159,1.0
task-a-0708,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0709,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0710,arithmetic,cl100k_base,toke,59,159,1.0
task-a-0711,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0712,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0713,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0714,arithmetic,cl100k_base,toke,59,159,1.0
task-a-0715,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0716,arithmetic,cl100k_base,toke,70,188,1.0
task-a-0717,arithmetic,cl100k_base,toke,65,178,0.0
task-a-0718,arithmetic,cl100k_base,toke,65,178,0.0
task-a-0719,arithmetic,cl100k_base,toke,65,178,0.0
task-a-0720,arithmetic,cl100k_base,toke,59,157,1.0
task-a-0721,arithmetic,cl100k_base,toke,70,190,1.0
task-a-0722,arithmetic,cl100k_base,toke,66,173,-1.0
task-a-0723,arithmetic,cl100k_base,toke,52,141,1.0
task-a-0724,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0725,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0726,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0727,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0728,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0729,arithmetic,cl100k_base,toke,65,179,0.0
task-a-0730,arithmetic,cl100k_base,toke,77,192,1.0
task-a-0731,arithmetic,cl100k_base,toke,77,192,1.0
task-a-0732,arithmetic,cl100k_base,toke,77,192,1.0
task-a-0733,arithmetic,cl100k_base,toke,77,192,1.0
task-a-0734,arithmetic,cl100k_base,toke,77,192,1.0
task-a-0735,arithmetic,cl100k_base,toke,77,192,1.0
task-a-0736,arithmetic,cl100k_base,toke,77,192,1.0
task-a-0737,arithmetic,cl100k_base,toke,77,192,1.0
task-a-0738,arithmetic,cl100k_base,toke,77,192,1.0
task-a-0739,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0740,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0741,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0742,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0743,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0744,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0745,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0746,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0747,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0748,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0749,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0750,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0751,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0752,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0753,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0754,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0755,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0756,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0757,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0758,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0759,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0760,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0761,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0762,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0763,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0764,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0765,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0766,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0767,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0768,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0769,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0770,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0771,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0772,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0773,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0774,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0775,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0776,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0777,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0778,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0779,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0780,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0781,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0782,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0783,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0784,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0785,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0786,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0787,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0788,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0789,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0790,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0791,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0792,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0793,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0794,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0795,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0796,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0797,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0798,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0799,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0800,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0801,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0802,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0803,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0804,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0805,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0806,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0807,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0808,arithmetic,cl100k_base,toke,77,193,1.0
task-a-0809,arithmetic,cl100k_base,toke,61,152,-1.0
task-a-0810,arithmetic,cl100k_base,toke,56,144,0.0
task-a-0811,arithmetic,cl100k_base,toke,60,152,0.0
task-a-0812,arithmetic,cl100k_base,toke,76,186,-1.0
task-a-0813,mathematical_sequences,cl100k_base,toke,117,254,1.0
task-a-0814,arithmetic,cl100k_base,toke,91,196,1.0
task-a-0815,arithmetic,cl100k_base,toke,110,263,1.0
task-a-0816,comparison_logic,cl100k_base,toke,915,2171,-1.0
task-a-0817,comparison_logic,cl100k_base,toke,61,162,-1.0
task-a-0818,mathematical_sequences,cl100k_base,toke,106,277,1.0
task-a-0819,arithmetic,cl100k_base,toke,112,252,1.0
task-a-0820,arithmetic,cl100k_base,toke,124,279,1.0
task-a-0821,arithmetic,cl100k_base,toke,73,174,1.0
task-a-0822,arithmetic,cl100k_base,toke,72,187,1.0
task-a-0823,search_selection,cl100k_base,toke,86,213,1.0
task-a-0824,search_selection,cl100k_base,toke,83,201,1.0
task-a-0825,array_list,cl100k_base,toke,75,172,1.0
task-a-0826,comparison_logic,cl100k_base,toke,77,187,1.0
task-a-0827,comparison_logic,cl100k_base,toke,78,189,1.0
task-a-0828,comparison_logic,cl100k_base,toke,78,192,1.0
task-a-0829,array_list,cl100k_base,toke,79,202,1.0
task-a-0830,array_list,cl100k_base,toke,85,225,1.0
task-a-0831,array_list,cl100k_base,toke,121,297,1.0
task-a-0832,array_list,cl100k_base,toke,107,298,1.0
task-a-0833,array_list,cl100k_base,toke,113,304,1.0
task-a-0834,array_list,cl100k_base,toke,89,226,1.0
task-a-0835,array_list,cl100k_base,toke,129,286,0.0
task-a-0836,comparison_logic,cl100k_base,toke,90,224,1.0
task-a-0837,search_selection,cl100k_base,toke,77,197,1.0
task-a-0838,comparison_logic,cl100k_base,toke,79,202,1.0
task-a-0839,search_selection,cl100k_base,toke,82,204,1.0
task-a-0840,array_list,cl100k_base,toke,98,252,1.0
task-a-0841,array_list,cl100k_base,toke,79,204,1.0
task-a-0842,array_list,cl100k_base,toke,98,249,0.0
task-a-0843,search_selection,cl100k_base,toke,96,257,0.0
task-a-0844,array_list,cl100k_base,toke,100,261,0.0
task-a-0845,search_selection,cl100k_base,toke,104,284,-1.0
task-a-0846,comparison_logic,cl100k_base,toke,82,228,1.0
task-a-0847,array_list,cl100k_base,toke,84,215,1.0
task-a-0848,mathematical_sequences,cl100k_base,toke,101,235,1.0
task-a-0849,array_list,cl100k_base,toke,94,247,1.0
task-a-0850,array_list,cl100k_base,toke,192,452,1.0
task-a-0851,mathematical_sequences,cl100k_base,toke,69,165,1.0
task-a-0852,mathematical_sequences,cl100k_base,toke,94,240,0.0
task-a-0853,arithmetic,cl100k_base,toke,83,182,1.0
task-a-0854,arithmetic,cl100k_base,toke,54,144,1.0
task-a-0855,arithmetic,cl100k_base,toke,80,201,1.0
task-a-0856,search_selection,cl100k_base,toke,130,336,0.0
task-a-0857,search_selection,cl100k_base,toke,99,242,1.0
task-a-0858,arithmetic,cl100k_base,toke,89,221,1.0
task-a-0859,arithmetic,cl100k_base,toke,105,265,1.0
task-a-0860,comparison_logic,cl100k_base,toke,93,227,1.0
task-a-0861,comparison_logic,cl100k_base,toke,91,229,0.0
task-a-0862,arithmetic,cl100k_base,toke,93,220,1.0
task-a-0863,arithmetic,cl100k_base,toke,93,219,0.0
task-a-0864,array_list,cl100k_base,toke,82,205,1.0
task-a-0865,array_list,cl100k_base,toke,94,243,1.0
task-a-0866,comparison_logic,cl100k_base,toke,117,306,1.0
task-a-0867,array_list,cl100k_base,toke,104,262,0.0
task-a-0868,array_list,cl100k_base,toke,141,376,1.0
task-a-0869,search_selection,cl100k_base,toke,179,478,0.0
task-a-0870,search_selection,cl100k_base,toke,146,381,0.0
task-a-0871,comparison_logic,cl100k_base,toke,134,350,1.0
task-a-0872,arithmetic,cl100k_base,toke,81,191,1.0
task-a-0873,arithmetic,cl100k_base,toke,112,280,-1.0
task-a-0874,array_list,cl100k_base,toke,119,299,0.0
task-a-0875,arithmetic,cl100k_base,toke,41,93,1.0
task-a-0876,arithmetic,cl100k_base,toke,59,157,1.0
task-a-0877,arithmetic,cl100k_base,toke,59,157,1.0
task-a-0878,arithmetic,cl100k_base,toke,59,157,1.0
task-a-0879,arithmetic,cl100k_base,toke,54,140,0.0
task-a-0880,arithmetic,cl100k_base,toke,59,157,1.0
task-a-0881,arithmetic,cl100k_base,toke,54,140,0.0
task-a-0882,arithmetic,cl100k_base,toke,54,140,0.0
task-a-0883,arithmetic,cl100k_base,toke,59,157,1.0
task-a-0884,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0885,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0886,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0887,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0888,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0889,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0890,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0891,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0892,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0893,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0894,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0895,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0896,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0897,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0898,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0899,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0900,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0901,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0902,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0903,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0904,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0905,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0906,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0907,arithmetic,cl100k_base,toke,54,141,0.0
